date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-04-16,36.7099991,36.9500008,35.5550003,36.2900009,36.2900009,92900,92900,-0.42,-1.144,36.265,"April 16, 18",-0.01144
2018-04-13,36.5499992,36.9199982,35.3499985,36.6699982,36.6699982,91700,91700,0.12,0.328,36.31333,"April 13, 18",0.00328
2018-04-12,35.4099998,37.25,35.0149994,36.3499985,36.3499985,201500,201500,0.94,2.655,36.205,"April 12, 18",0.02655
2018-04-11,35.75,36.5,34.8100014,35.0600014,35.0600014,125900,125900,-0.69,-1.93,35.45667,"April 11, 18",-0.0193
2018-04-10,36.8800011,37.1679993,34.8100014,35.8300018,35.8300018,282100,282100,-1.05,-2.847,35.936,"April 10, 18",-0.02847
2018-04-09,35.7200012,37.9099998,35.7200012,36.5299988,36.5299988,116300,116300,0.81,2.268,36.72,"April 09, 18",0.02268
2018-04-06,35.8199997,36.5200005,34.8499985,35.3699989,35.3699989,95200,95200,-0.45,-1.256,35.58,"April 06, 18",-0.01256
2018-04-05,37.4700012,37.8699989,35.5900002,36.0600014,36.0600014,126000,126000,-1.41,-3.763,36.50667,"April 05, 18",-0.03763
2018-04-04,36.9399986,38.0999985,36.8499985,37.3499985,37.3499985,193800,193800,0.41,1.11,37.43333,"April 04, 18",0.0111
2018-04-03,37.9199982,39.6800003,37.0149994,37.5699997,37.5699997,248500,248500,-0.35,-0.923,38.08833,"April 03, 18",-0.00923
2018-04-02,36.9700012,37.7849998,35.3800011,37.4700012,37.4700012,164400,164400,0.5,1.352,36.87833,"April 02, 18",0.01352
2018-03-29,35.9900017,37.9070015,34.6599998,37.0499992,37.0499992,250100,250100,1.06,2.945,36.539,"March 29, 18",0.02945
2018-03-28,38.5999985,38.5999985,35.0999985,35.8600006,35.8600006,467900,467900,-2.74,-7.098,36.52,"March 28, 18",-0.07098
2018-03-27,41.1800003,41.9900017,38.5,38.7900009,38.7900009,288200,288200,-2.39,-5.804,39.76,"March 27, 18",-0.05804
2018-03-26,41.1199989,42.776001,38.9350014,41.1199989,41.1199989,232600,232600,0,0,40.94367,"March 26, 18",0
2018-03-23,40.3100014,40.4700012,38.8199997,40.4700012,40.4700012,715300,715300,0.16,0.397,39.92,"March 23, 18",0.00397
2018-03-22,41.3300018,41.7599983,39.2400017,40.1100006,40.1100006,297800,297800,-1.22,-2.952,40.37,"March 22, 18",-0.02952
2018-03-21,40.2299995,41.9199982,39.7099991,41.7599983,41.7599983,311100,311100,1.53,3.803,41.13,"March 21, 18",0.03803
2018-03-20,37.3899994,40.9599991,36.5800018,40.3499985,40.3499985,297100,297100,2.96,7.917,39.29667,"March 20, 18",0.07917
2018-03-19,36.5400009,39.4199982,35.7000008,37.5499992,37.5499992,495600,495600,1.01,2.764,37.55667,"March 19, 18",0.02764
2018-03-16,36.7299995,37.9000015,34.5299988,36.0499992,36.0499992,1058600,1058600,-0.68,-1.851,36.16,"March 16, 18",-0.01851
2018-03-15,38.2299995,39.4799995,35.8100014,36.6500015,36.6500015,399900,399900,-1.58,-4.133,37.31333,"March 15, 18",-0.04133
2018-03-14,39,39.4199982,37.9000015,38.9000015,38.9000015,483900,483900,-0.1,-0.256,38.74,"March 14, 18",-0.00256
2018-03-13,35.9500008,39.2900009,35.4729996,38.7299995,38.7299995,396400,396400,2.78,7.733,37.831,"March 13, 18",0.07733
2018-03-12,34.2400017,36.3600006,33.8400002,35.5499992,35.5499992,293300,293300,1.31,3.826,35.25,"March 12, 18",0.03826
2018-03-09,31.5,35.2400017,31.2000008,34.2299995,34.2299995,465600,465600,2.73,8.667,33.55667,"March 09, 18",0.08667
2018-03-08,32,34.4399986,31.2999992,31.7800007,31.7800007,1961700,1961700,-0.22,-0.688,32.50667,"March 08, 18",-0.00688
2018-03-07,26.3999996,30.5,26.3999996,30.2099991,30.2099991,814100,814100,3.81,14.432,29.03667,"March 07, 18",0.14432
2018-03-06,25.7099991,27.4599991,24.7110004,26.4200001,26.4200001,210900,210900,0.71,2.762,26.197,"March 06, 18",0.02762
2018-03-05,26.5499992,27.868,24.7999992,26.3500004,26.3500004,445900,445900,-0.2,-0.753,26.33933,"March 05, 18",-0.00753
2018-03-02,23.7299995,25.5,22.75,25.1000004,25.1000004,112300,112300,1.37,5.773,24.45,"March 02, 18",0.05773
2018-03-01,22.7199993,24.6000004,22.5,23.8700008,23.8700008,135600,135600,1.15,5.062,23.65667,"March 01, 18",0.05062
2018-02-28,22.6900005,23.6700001,22.5300007,22.5900002,22.5900002,51400,51400,-0.1,-0.441,22.93,"February 28, 18",-0.00441
2018-02-27,22.8999996,23,20.6410007,22.5200005,22.5200005,38500,38500,-0.38,-1.659,22.05367,"February 27, 18",-0.01659
2018-02-26,24.3099995,24.6200008,22.2999992,23.0400009,23.0400009,106000,106000,-1.27,-5.224,23.32,"February 26, 18",-0.05224
