date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2022-05-31,4.3000002,4.3000002,4.1300001,4.21,4.21,977200,977200,-0.09,-2.093,4.21333,"May 31, 22",-0.02093
2022-05-27,4.1700001,4.27,4.1300001,4.21,4.21,321000,321000,0.04,0.959,4.20333,"May 27, 22",0.00959
2022-05-26,3.8399999,4.2800002,3.8099999,4.2399998,4.2399998,473700,473700,0.4,10.417,4.11,"May 26, 22",0.10417
2022-05-25,3.7,3.8399999,3.6900001,3.79,3.79,533100,533100,0.09,2.432,3.77333,"May 25, 22",0.02432
2022-05-24,3.8699999,3.9300001,3.6900001,3.73,3.73,493900,493900,-0.14,-3.618,3.78333,"May 24, 22",-0.03618
2022-05-23,3.79,3.99,3.789,3.9400001,3.9400001,469300,469300,0.15,3.958,3.90633,"May 23, 22",0.03958
2022-05-20,4.0999999,4.0999999,3.75,3.75,3.75,371100,371100,-0.35,-8.537,3.86667,"May 20, 22",-0.08537
2022-05-19,3.77,4.0079999,3.76,3.99,3.99,230400,230400,0.22,5.836,3.91933,"May 19, 22",0.05836
2022-05-18,3.5,3.8,3.5,3.77,3.77,466700,466700,0.27,7.714,3.69,"May 18, 22",0.07714
2022-05-17,3.5699999,3.6900001,3.5,3.5899999,3.5899999,655700,655700,0.02,0.56,3.59333,"May 17, 22",0.0056
2022-05-16,3.5699999,3.6300001,3.47,3.55,3.55,579700,579700,-0.02,-0.56,3.55,"May 16, 22",-0.0056
2022-05-13,3.6300001,3.75,3.55,3.6099999,3.6099999,625600,625600,-0.02,-0.551,3.63667,"May 13, 22",-0.00551
2022-05-12,3.6500001,3.6500001,3.4000001,3.5599999,3.5599999,745600,745600,-0.09,-2.466,3.53667,"May 12, 22",-0.02466
2022-05-11,3.6900001,3.76,3.5999999,3.7,3.7,798000,798000,0.01,0.271,3.68667,"May 11, 22",0.00271
2022-05-10,3.6600001,3.72,3.55,3.6800001,3.6800001,650600,650600,0.02,0.546,3.65,"May 10, 22",0.00546
2022-05-09,3.5999999,3.6800001,3.53,3.5599999,3.5599999,393600,393600,-0.04,-1.111,3.59,"May 09, 22",-0.01111
2022-05-06,3.8199999,3.8699999,3.6300001,3.7,3.7,416300,416300,-0.12,-3.141,3.73333,"May 06, 22",-0.03141
2022-05-05,3.9400001,3.96,3.75,3.8,3.8,470900,470900,-0.14,-3.553,3.83667,"May 05, 22",-0.03553
2022-05-04,3.8,4.0999999,3.76,4.0999999,4.0999999,765100,765100,0.3,7.895,3.98667,"May 04, 22",0.07895
2022-05-03,3.77,3.8699999,3.6500001,3.79,3.79,463900,463900,0.02,0.531,3.77,"May 03, 22",0.00531
2022-05-02,3.74,3.8800001,3.6900001,3.76,3.76,502900,502900,0.02,0.535,3.77667,"May 02, 22",0.00535
2022-04-29,3.8800001,3.971,3.74,3.76,3.76,510400,510400,-0.12,-3.093,3.82367,"April 29, 22",-0.03093
